Module,FunctionDef,arguments,Expr,If,Assign,Return,arg,Constant,Compare,Name,Subscript,ListComp,BinOp,Call,LtE,Store,Load,comprehension,Add,FloorDiv,Lt,Eq,Gt,cyclomatic_complexity,n_dangerous_calls,n_suspicious_imports,import_count,max_entropy,mean_entropy,n_high_entropy_nodes,While,List,For,Attribute,NotIn,Starred,keyword,JoinedStr,FormattedValue,Sub,AugAssign,Mult,Yield,With,withitem,Tuple,DictComp,In,Import,ClassDef,alias,Try,Dict,ExceptHandler,Set,UnaryOp,Raise,Not,BoolOp,And,ImportFrom,GeneratorExp,NotEq,Or,Pass,Is,Mod,Break,Pow,Global,Slice,Div,IsNot,GtE,USub,Continue,BitOr,BitXor,LABEL,SOURCE
1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3,1.0,5,2.0,0.0,0.0,2.0,0.0,1.0,8,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,dataProcess.py_process_user_data
1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3,0.0,3,0.0,0.0,2.0,0.0,0.0,1.0,2,0.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,4.097713298473773,4.061956025097317,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,security_flaws.py_insecure_sql_query
1,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2,0.0,2,0.0,0.0,1.0,1.0,0.0,0.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,3.7216179116018853,3.7216179116018853,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,security_flaws.py_command_injection_os
1,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1,0.0,2,0.0,0.0,0.0,2.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,3.5119226816512814,3.5119226816512814,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,security_flaws.py_command_injection_popen
1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,0.0,2,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3.6754691148150216,3.6754691148150216,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,security_flaws.py_dangerous_eval
1,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1,0.0,2,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3.5915239875025375,3.5915239875025375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,security_flaws.py_dangerous_exec
1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,0.0,2,0.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3.495509828165145,3.495509828165145,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,security_flaws.py_insecure_deserialization
1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3,0.0,4,0.0,0.0,1.0,2.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,3.7553700702378117,3.32583079964187,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,security_flaws.py_path_traversal_open
1,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2,0.0,5,0.0,0.0,0.0,3.0,0.0,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3.807689198885676,3.807689198885676,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,security_flaws.py_hidden_payload_decode
1,1.0,1.0,2.0,0.0,0.0,0.0,1.0,4,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0,0,3.9384044260046442,3.443053602612367,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,security_flaws.py_subprocess_shell_true
1,3.0,3.0,7.0,2.0,6.0,1.0,3.0,46,2.0,37,0.0,0.0,0.0,14.0,0.0,6.0,40,0.0,0.0,0.0,0.0,1.0,0.0,4,0,0,1,4.077893184230365,3.0101348944463897,0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,huggingface_cybernative_0_clean
1,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3,1.0,11,0.0,0.0,0.0,5.0,0.0,2.0,9,0.0,0.0,0.0,0.0,1.0,0.0,2,0,1,1,3.671581588126284,3.1143877254175223,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,huggingface_cybernative_0_corrupted
1,7.0,7.0,3.0,2.0,4.0,4.0,12.0,23,2.0,36,1.0,0.0,0.0,22.0,0.0,4.0,45,0.0,0.0,0.0,0.0,1.0,0.0,4,1,0,2,3.863465189601647,3.2348940566623856,0,0.0,1.0,0.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,4.0,1.0,4.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,huggingface_cybernative_5_clean
1,1.0,1.0,1.0,1.0,3.0,1.0,0.0,4,1.0,13,1.0,0.0,0.0,5.0,0.0,3.0,17,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0,1,2.9219280948873623,2.642334186693148,0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,huggingface_cybernative_5_corrupted
1,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2,0.0,6,0.0,0.0,0.0,4.0,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,3.4548223999466057,3.4548223999466057,0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,huggingface_cybernative_10_clean
1,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1,0.0,7,0.0,0.0,0.0,4.0,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,3.4548223999466057,3.4548223999466057,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,huggingface_cybernative_10_corrupted
1,1.0,1.0,4.0,1.0,2.0,0.0,0.0,11,1.0,17,0.0,0.0,0.0,8.0,0.0,3.0,15,1.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,3.9255002361603113,3.474758216172913,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,huggingface_cybernative_15_clean
1,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1,0.0,5,0.0,0.0,0.0,3.0,0.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3.688721875540867,3.688721875540867,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,huggingface_cybernative_15_corrupted
1,1.0,1.0,3.0,1.0,1.0,0.0,1.0,7,1.0,11,0.0,0.0,1.0,5.0,0.0,1.0,12,0.0,0.0,0.0,0.0,0.0,1.0,3,1,1,1,3.0391486719030705,3.0391486719030705,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,huggingface_cybernative_19_clean
1,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3,0.0,5,0.0,0.0,2.0,2.0,0.0,1.0,5,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,huggingface_cybernative_19_corrupted
1,1.0,1.0,4.0,1.0,3.0,1.0,1.0,7,1.0,20,0.0,0.0,0.0,8.0,0.0,4.0,22,1.0,0.0,0.0,0.0,0.0,0.0,3,1,1,1,3.8380398168981547,3.775574742900914,0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,huggingface_cybernative_23_clean
1,1.0,1.0,2.0,0.0,3.0,0.0,1.0,3,0.0,11,0.0,0.0,1.0,4.0,0.0,3.0,9,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2,2,3.684183719779189,3.684183719779189,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,huggingface_cybernative_23_corrupted
1,1.0,1.0,3.0,1.0,1.0,0.0,1.0,8,1.0,10,0.0,0.0,1.0,5.0,0.0,1.0,11,0.0,0.0,0.0,0.0,0.0,1.0,3,1,2,2,3.5,3.192765781268714,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,huggingface_cybernative_28_clean
1,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3,0.0,5,0.0,0.0,2.0,2.0,0.0,1.0,5,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,3.5,3.5,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,huggingface_cybernative_28_corrupted
1,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4,1.0,12,0.0,0.0,0.0,5.0,0.0,2.0,16,0.0,0.0,0.0,0.0,1.0,0.0,2,0,2,2,3.095795255000934,2.547897627500467,0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,huggingface_cybernative_34_clean
1,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4,1.0,12,0.0,0.0,0.0,5.0,0.0,2.0,15,0.0,0.0,0.0,0.0,1.0,0.0,2,0,2,2,3.095795255000934,2.547897627500467,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,huggingface_cybernative_34_corrupted
1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,0.0,6,0.0,0.0,0.0,3.0,0.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,2,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,huggingface_cybernative_40_corrupted
1,2.0,2.0,1.0,0.0,3.0,2.0,2.0,2,0.0,12,0.0,0.0,0.0,4.0,0.0,3.0,15,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,3,3.484183719779189,3.484183719779189,0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,huggingface_cybernative_43_clean
1,2.0,2.0,1.0,0.0,3.0,2.0,2.0,1,0.0,12,0.0,0.0,0.0,4.0,0.0,3.0,14,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,2,3.6514789228933084,3.6514789228933084,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,huggingface_cybernative_43_corrupted
1,2.0,2.0,4.0,3.0,5.0,2.0,1.0,8,1.0,22,0.0,0.0,1.0,12.0,0.0,5.0,22,0.0,0.0,0.0,0.0,1.0,0.0,4,0,0,3,3.7489948035250964,3.287612357111719,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,huggingface_cybernative_46_clean
